x,y,z
3.28309,-3.11106,29.8939
2.67373,-3.12346,29.0157
2.12267,-3.10688,28.1786
1.62659,-3.07212,27.3801
1.18154,-3.02785,26.6175
0.78324,-2.98092,25.8881
0.427211,-2.93671,25.1893
0.108966,-2.89937,24.5188
-0.175903,-2.87205,23.8747
-0.431646,-2.85713,23.2551
-0.662306,-2.85638,22.6586
-0.871686,-2.87113,22.0841
-1.06334,-2.90238,21.5306
-1.24055,-2.9509,20.9973
-1.40638,-3.0173,20.4838
-1.56363,-3.10214,19.9896
-1.71491,-3.20594,19.5147
-1.86261,-3.32924,19.0588
-2.00895,-3.47264,18.6223
-2.15601,-3.63682,18.2053
-2.30574,-3.82253,17.8083
-2.45997,-4.03066,17.432
-2.62045,-4.26221,17.0772
-2.78887,-4.51826,16.745
-2.96686,-4.80004,16.4367
-3.15603,-5.10884,16.1538
-3.35795,-5.44607,15.8983
-3.57417,-5.81314,15.6725
-3.80626,-6.2115,15.4789
-4.05573,-6.64253,15.3209
-4.32412,-7.1075,15.2019
-4.6129,-7.60749,15.1263
-4.9235,-8.14324,15.0988
-5.25727,-8.71501,15.1248
-5.61543,-9.32245,15.2106
-5.99898,-9.96435,15.363
-6.4087,-10.6384,15.5894
-6.84498,-11.3408,15.8979
-7.30775,-12.0662,16.2969
-7.79632,-12.8071,16.7951
-8.30927,-13.5534,17.4008
-8.84419,-14.2927,18.1218
-9.39759,-15.0091,18.9643
-9.96466,-15.684,19.9323
-10.5391,-16.2956,21.0266
-11.1131,-16.8195,22.2436
-11.6769,-17.2297,23.5745
-12.2196,-17.4997,25.0039
-12.7285,-17.6039,26.5091
-13.19,-17.5206,28.0604
-13.5899,-17.2334,29.6213
-13.9142,-16.7341,31.1499
-14.1498,-16.0245,32.6016
-14.2858,-15.1176,33.9315
-14.314,-14.0373,35.0984
-14.2296,-12.8175,36.0682
-14.032,-11.4995,36.8162
-13.725,-10.1287,37.3296
-13.316,-8.75088,37.6072
-12.8162,-7.40841,37.6594
-12.2394,-6.13764,37.5054
-11.6012,-4.96683,37.171
-10.918,-3.91542,36.6855
-10.206,-2.99419,36.0794
-9.48055,-2.20626,35.3818
-8.75549,-1.54847,34.6189
-8.04282,-1.01304,33.8135
-7.3525,-0.589087,32.984
-6.69242,-0.263999,32.1452
-6.06847,-0.0245646,31.3081
-5.48472,0.142226,30.4806
-4.94366,0.248608,29.6683
-4.44644,0.305699,28.8746
-3.99309,0.323321,28.1016
-3.58276,0.309948,27.3502
-3.21395,0.272736,26.6207
-2.8847,0.217614,25.9128
-2.59269,0.149395,25.2259
-2.33543,0.0719039,24.5594
-2.11036,-0.0118889,23.9124
-1.91489,-0.0997457,23.2843
-1.74651,-0.190046,22.6742
-1.60282,-0.281683,22.0814
-1.48156,-0.373974,21.5053
-1.38063,-0.466585,20.9454
-1.29814,-0.559462,20.401
-1.23236,-0.652779,19.8717
-1.18175,-0.746891,19.3571
-1.14497,-0.842304,18.8569
-1.12086,-0.939643,18.3706
-1.10842,-1.03963,17.8981
-1.10685,-1.14308,17.439
-1.11548,-1.25086,16.9932
-1.13378,-1.36394,16.5606
-1.16141,-1.48333,16.1409
-1.19811,-1.61011,15.7342
-1.24379,-1.74544,15.3403
-1.29847,-1.89055,14.9594
-1.36227,-2.04674,14.5916
-1.43546,-2.21541,14.2371
-1.51841,-2.39807,13.896
-1.61158,-2.59632,13.5689
-1.71557,-2.81187,13.2562
-1.83109,-3.0466,12.9586
-1.95896,-3.30247,12.677
-2.10013,-3.58163,12.4123
-2.25564,-3.88634,12.1659
-2.42668,-4.21905,11.9394
-2.61457,-4.58232,11.7346
-2.82073,-4.97887,11.554
-3.04674,-5.4115,11.4003
-3.29427,-5.88311,11.277
-3.56512,-6.3966,11.188
-3.86121,-6.95484,11.1381
-4.18452,-7.56051,11.1331
-4.53709,-8.21595,11.1795
-4.92097,-8.92302,11.2851
-5.33815,-9.68275,11.459
-5.79047,-10.4951,11.7114
-6.27955,-11.3584,12.0539
-6.80655,-12.269,12.4995
-7.37211,-13.2204,13.0623
-7.97599,-14.2031,13.7572
-8.61687,-15.203,14.5993
-9.29202,-16.2013,15.6033
-9.99688,-17.1737,16.7818
-10.7247,-18.0896,18.1442
-11.4663,-18.9128,19.6944
-12.2095,-19.6014,21.4281
-12.9391,-20.11,23.3312
-13.6371,-20.3921,25.3767
-14.2828,-20.404,27.5235
-14.8537,-20.1099,29.7166
-15.3264,-19.4869,31.8884
-15.6786,-18.5301,33.963
-15.8907,-17.2558,35.8618
-15.9475,-15.703,37.5117
-15.84,-13.9306,38.8523
-15.5663,-12.0128,39.8428
-15.1325,-10.031,40.4654
-14.5515,-8.06538,40.7264
-13.8425,-6.18768,40.6527
-13.0289,-4.45497,40.2876
-12.1365,-2.90692,39.6833
-11.1916,-1.56544,38.8951
-10.2193,-0.436603,37.9761
-9.24214,0.486225,36.9734
-8.2795,1.21869,35.9259
-7.34713,1.78197,34.8643
-6.45711,2.19981,33.8109
-5.61808,2.49632,32.781
-4.83562,2.69443,31.7845
-4.11267,2.81498,30.8265
-3.45005,2.87627,29.9092
-2.84687,2.89397,29.0326
-2.30098,2.88114,28.1954
-1.8093,2.84855,27.3954
-1.3681,2.80488,26.6304
-0.973293,2.75702,25.8976
-0.620591,2.7104,25.1947
-0.305656,2.66921,24.5195
-0.0242142,2.63666,23.8701
0.227866,2.61517,23.2447
0.454522,2.60655,22.6418
0.659467,2.61213,22.0604
0.84617,2.63293,21.4994
1.01785,2.66971,20.9581
1.17749,2.72308,20.4359
1.32785,2.79355,19.9322
1.47145,2.88162,19.4469
1.61063,2.9878,18.9798
1.74757,3.11263,18.5309
1.88429,3.25673,18.1004
2.02267,3.42083,17.6884
2.1645,3.60575,17.2956
2.31147,3.81244,16.9223
2.46523,4.04199,16.5696
2.62735,4.2956,16.2383
2.79939,4.57459,15.9297
2.9829,4.8804,15.6454
3.1794,5.21456,15.3871
3.39044,5.57868,15.1571
3.61757,5.97439,14.958
3.86233,6.40333,14.7927
4.12629,6.86704,14.6649
4.41099,7.3669,14.5788
4.71797,7.90404,14.539
5.04868,8.47915,14.5511
5.4045,9.09236,14.6213
5.78663,9.74302,14.7566
6.19606,10.4294,14.9646
6.63346,11.1485,15.2538
7.09907,11.8956,15.6332
7.59254,12.6638,16.1121
8.11283,13.444,16.7
8.65794,14.2239,17.4057
9.22478,14.9883,18.237
9.80893,15.7185,19.1998
10.4044,16.3924,20.297
11.0037,16.9847,21.5271
11.5972,17.4677,22.8835
12.1737,17.8124,24.3525
12.7204,17.9903,25.9131
13.2228,17.9756,27.5362
13.6658,17.7478,29.1847
14.0341,17.2943,30.815
14.3132,16.613,32.379
14.4902,15.7139,33.8275
14.5551,14.6194,35.1141
14.5016,13.3637,36.1987
14.3276,11.9899,37.0514
14.0357,10.547,37.6547
13.633,9.08536,38.0047
13.1305,7.6525,38.1099
12.5426,6.28983,37.9898
11.8857,5.03007,37.6717
11.1774,3.89613,37.1874
10.4352,2.90117,36.5704
9.67593,2.04958,35.8528
8.91471,1.33856,35.064
8.16474,0.7599,34.229
7.43702,0.301827,33.3686
6.74023,-0.0494678,32.499
6.0809,-0.30853,31.6321
5.46354,-0.489699,30.7768
4.89091,-0.606462,29.9387
4.36427,-0.671059,29.1216
3.88368,-0.694291,28.3274
3.44824,-0.685459,27.557
3.0563,-0.652413,26.8104
2.7057,-0.601645,26.087
2.39395,-0.53843,25.3862
2.1183,-0.466968,24.707
1.87595,-0.390531,24.0484
1.66407,-0.311609,23.4094
1.47991,-0.232032,22.7892
1.32083,-0.153089,22.1869
1.18433,-0.0756259,21.6016
1.0681,-0.000133548,21.0328
0.970004,0.0731812,20.4797
0.888119,0.144334,19.9418
0.8207,0.213515,19.4185
0.766197,0.281046,18.9095
0.723245,0.347352,18.4142
0.69065,0.412935,17.9323
0.667386,0.478354,17.4634
0.652577,0.544215,17.0072
0.645493,0.611162,16.5633
0.645533,0.679867,16.1316
0.65222,0.751032,15.7117
0.665192,0.825388,15.3034
0.684191,0.903698,14.9064
0.709057,0.986756,14.5207
0.739724,1.0754,14.1459
0.776214,1.17051,13.7821
0.818633,1.27304,13.429
0.867171,1.38396,13.0867
0.922095,1.50438,12.7551
0.983757,1.63542,12.4342
1.05259,1.77836,12.1241
1.1291,1.93454,11.8251
1.21389,2.10544,11.5372
1.30765,2.29267,11.261
1.41117,2.49797,10.9968
1.52532,2.72326,10.7452
1.65111,2.97061,10.5071
1.78961,3.24229,10.2833
1.94207,3.54074,10.0751
2.10982,3.86862,9.88405
2.29434,4.22878,9.7119
2.49727,4.62428,9.56095
2.72036,5.05835,9.43395
2.96553,5.53439,9.33424
3.23484,6.05592,9.26585
3.5305,6.6265,9.23363
3.85484,7.24963,9.2434
4.21029,7.92863,9.30208
4.59935,8.66641,9.41789
5.02453,9.46522,9.60047
5.48828,10.3263,9.86106
5.99284,11.2493,10.2126
6.54014,12.232,10.6699
7.13157,13.2693,11.2493
7.76772,14.3522,11.9687
8.44807,15.4674,12.847
9.17061,16.5957,13.9032
9.93139,17.7111,15.1549
10.724,18.7803,16.617
11.539,19.7618,18.2985
12.3637,20.6065,20.2001
13.1814,21.2592,22.3105
13.9718,21.6617,24.6031
14.7108,21.7571,27.0334
15.3717,21.4966,29.5384
15.9263,20.8462,32.0374
16.3468,19.7941,34.4372
16.6082,18.356,36.6395
16.6909,16.5772,38.5512
16.5828,14.5305,40.0951
16.281,12.3087,41.2195
15.7922,10.0146,41.903
15.1322,7.74951,42.1561
14.3246,5.60204,42.0165
13.398,3.64101,41.5417
12.3839,1.9117,40.8002
11.3139,0.436217,39.8623
10.2177,-0.783368,38.7935
9.12176,-1.76022,37.6502
8.04793,-2.51766,36.4774
7.01367,-3.08451,35.3088
6.03187,-3.49145,34.1678
5.11129,-3.76841,33.0691
4.25712,-3.94295,32.0207
3.47158,-4.03941,31.026
2.75454,-4.07862,30.0851
2.10406,-4.07796,29.1959
1.51688,-4.05163,28.3552
0.988853,-4.01109,27.5594
0.515248,-3.96536,26.8048
0.0910213,-3.92153,26.0879
-0.288981,-3.88503,25.4053
-0.629875,-3.86002,24.7545
-0.936633,-3.84961,24.133
-1.21401,-3.85613,23.539
-1.46651,-3.88129,22.9708
-1.69832,-3.92637,22.4274
-1.91337,-3.99233,21.9078
-2.11527,-4.07988,21.4116
-2.30736,-4.18964,20.9384
-2.49271,-4.32213,20.4882
-2.67415,-4.47786,20.0613
-2.85428,-4.65734,19.658
-3.03553,-4.86111,19.279
-3.22012,-5.08978,18.9252
-3.41013,-5.34397,18.5979
-3.60751,-5.62438,18.2983
-3.81409,-5.9317,18.0284
-4.03159,-6.26663,17.79
-4.26162,-6.62982,17.5857
-4.50572,-7.02183,17.4182
-4.7653,-7.44305,17.2907
-5.04169,-7.89363,17.2067
-5.33607,-8.37338,17.1703
-5.64947,-8.88161,17.1861
-5.98274,-9.41705,17.259
-6.33649,-9.97765,17.3943
-6.71102,-10.5604,17.5977
-7.10626,-11.161,17.8752
-7.52171,-11.774,18.2326
-7.95627,-12.3922,18.6758
-8.40819,-13.0066,19.2101
-8.87496,-13.6062,19.8398
-9.35315,-14.1783,20.5678
-9.83833,-14.7077,21.395
-10.325,-15.1779,22.3196
-10.8065,-15.571,23.3365
-11.2751,-15.8682,24.4366
-11.722,-16.0512,25.6062
-12.1376,-16.1031,26.827
-12.5117,-16.0098,28.0761
-12.8338,-15.7615,29.3262
-13.094,-15.3538,30.5471
-13.2829,-14.7893,31.7072
-13.393,-14.0777,32.7748
-13.4183,-13.2356,33.7209
-13.3558,-12.2863,34.521
-13.2048,-11.258,35.1567
-12.9677,-10.1818,35.6168
-12.6497,-9.08947,35.898
-12.2586,-8.01155,36.0043
-11.8038,-6.97515,35.9464
-11.2967,-6.00269,35.7397
-10.7491,-5.11113,35.4032
-10.1731,-4.31176,34.9573
-9.58065,-3.61049,34.4229
-8.98262,-3.00856,33.8196
-8.38893,-2.50343,33.1653
-7.80814,-2.0897,32.4755
-7.24738,-1.76005,31.7635
-6.71234,-1.50607,31.0398
-6.20735,-1.31888,30.3127
-5.73547,-1.1897,29.5886
-5.29868,-1.11017,28.8724
-4.89797,-1.07262,28.1674
-4.53356,-1.07018,27.4759
-4.20506,-1.0969,26.7994
-3.91157,-1.14766,26.1391
-3.65182,-1.21825,25.4953
-3.42432,-1.30521,24.8683
-3.22743,-1.40583,24.2583
-3.05942,-1.51802,23.6653
-2.91858,-1.64029,23.0891
-2.80322,-1.77161,22.5296
-2.71175,-1.91142,21.9868
-2.64268,-2.0595,21.4606
-2.59469,-2.21594,20.9511
-2.56656,-2.38114,20.4582
-2.55729,-2.55569,19.9823
-2.56598,-2.7404,19.5233
-2.59196,-2.93625,19.0818
-2.63469,-3.14439,18.658
-2.69381,-3.36608,18.2526
-2.76911,-3.6027,17.8661
-2.86054,-3.85577,17.4995
-2.96821,-4.12687,17.1538
-3.09238,-4.41768,16.8301
-3.23343,-4.72994,16.5299
-3.39188,-5.06544,16.255
-3.56837,-5.42599,16.0074
-3.76367,-5.8134,15.7894
-3.97862,-6.22943,15.6039
-4.21415,-6.67573,15.454
-4.47127,-7.15378,15.3436
-4.751,-7.66481,15.277
-5.05437,-8.20963,15.2589
-5.38237,-8.78858,15.295
-5.73589,-9.40126,15.3914
-6.11565,-10.0464,15.555
-6.52214,-10.7215,15.7932
-6.95549,-11.4227,16.114
-7.41538,-12.1443,16.5256
-7.90085,-12.8786,17.0364
-8.4102,-13.6153,17.6546
-8.94081,-14.3416,18.3872
-9.48891,-15.0416,19.24
-10.0494,-15.6964,20.2163
-10.6159,-16.2845,21.3159
-11.1802,-16.7816,22.5345
-11.7327,-17.1623,23.8622
-12.2621,-17.4008,25.2825
-12.756,-17.4731,26.7723
-13.2009,-17.3586,28.3012
-13.5829,-17.0428,29.8327
-13.8885,-16.5193,31.3256
-14.1052,-15.7916,32.7359
-14.2228,-14.8741,34.0206
-14.2336,-13.7916,35.1404
-14.1337,-12.5783,36.0633
-13.9232,-11.2752,36.7669
-13.6061,-9.92653,37.2403
-13.1905,-8.5765,37.484
-12.6876,-7.26569,37.509
-12.1111,-6.0285,37.3349
-11.4763,-4.89142,36.9873
-10.7994,-3.87241,36.4948
-10.0961,-2.98112,35.887
-9.38117,-2.21995,35.1918
-8.66801,-1.58538,34.4345
-7.96816,-1.06957,33.6367
-7.29114,-0.661802,32.8162
-6.64447,-0.349781,31.987
-6.03376,-0.120696,31.1597
-5.46287,0.0380227,30.3419
-4.93413,0.138177,29.5387
-4.44856,0.190472,28.7537
-4.00616,0.204358,27.9887
-3.60606,0.187981,27.2448
-3.24677,0.148218,26.5221
-2.92635,0.0907589,25.8205
-2.64256,0.0202155,25.1395
-2.39297,-0.0597516,24.4784
-2.17508,-0.14631,23.8366
-1.98639,-0.237338,23.2133
-1.82448,-0.33131,22.6078
-1.68701,-0.427204,22.0194
-1.57182,-0.52441,21.4476
-1.47689,-0.622658,20.8919
-1.40039,-0.721958,20.3516
-1.34069,-0.822544,19.8265
-1.29631,-0.924834,19.3162
-1.266,-1.0294,18.8202
-1.24866,-1.13693,18.3384
-1.24338,-1.24822,17.8705
-1.24941,-1.36417,17.4163
-1.26616,-1.48574,16.9757
-1.2932,-1.61399,16.5485
-1.33024,-1.75003,16.1348
-1.37713,-1.89507,15.7346
-1.43385,-2.05039,15.3479
-1.5005,-2.21736,14.9749
-1.57732,-2.39743,14.6159
-1.66466,-2.59217,14.2711
-1.763,-2.80324,13.9412
-1.87292,-3.03243,13.6267
-1.99515,-3.28165,13.3283
-2.13052,-3.55295,13.0471
-2.27998,-3.84849,12.7843
-2.4446,-4.1706,12.5413
-2.6256,-4.52172,12.32
-2.82429,-4.90443,12.1225
-3.04213,-5.32139,11.9515
-3.28068,-5.77535,11.81
-3.54164,-6.26909,11.7019
-3.82678,-6.8053,11.6316
-4.13798,-7.38657,11.6043
-4.47715,-8.01517,11.6262
-4.84622,-8.69293,11.7045
-5.2471,-9.42097,11.8475
-5.68156,-10.1994,12.0647
-6.15115,-11.027,12.3668
-6.65707,-11.9007,12.7659
-7.2,-12.815,13.275
-7.77991,-13.7614,13.908
-8.39578,-14.7277,14.6792
-9.0453,-15.6973,15.6026
-9.72458,-16.6484,16.6906
-10.4278,-17.5539,17.953
-11.1467,-18.3808,19.3948
-11.8705,-19.0912,21.0144
-12.5858,-19.643,22.8012
-13.276,-19.9923,24.7335
-13.9223,-20.097,26.7768
-14.5037,-19.9202,28.8832
-14.9982,-19.4359,30.9928
-15.3842,-18.6331,33.0361
-15.6419,-17.5198,34.9392
-15.7552,-16.1249,36.6307
-15.7132,-14.4971,38.0481
-15.5117,-12.701,39.1451
-15.1532,-10.8113,39.8957
-14.6476,-8.90484,40.2962
-14.0109,-7.05329,40.3642
-13.2637,-5.31684,40.1337
-12.4298,-3.74044,39.6507
-11.5342,-2.35244,38.9663
-10.6014,-1.16545,38.1318
-9.65416,-0.178782,37.1944
-8.71246,0.618344,36.1949
-7.793,1.24345,35.1659
-6.90901,1.71781,34.1327
-6.07039,2.06408,33.1131
-5.2839,2.30453,32.1192
-4.55366,2.45989,31.1583
-3.88147,2.54876,30.2341
-3.26735,2.58732,29.348
-2.70986,2.58928,28.4995
-2.20655,2.56605,27.6871
-1.75417,2.52694,26.9089
-1.34903,2.47945,26.1626
-0.987118,2.42952,25.4459
-0.664324,2.38179,24.7568
-0.376536,2.33983,24.0933
-0.119735,2.30636,23.4537
0.109937,2.2834,22.8365
0.316139,2.27247,22.2404
0.502308,2.27468,21.6643
0.67164,2.29086,21.1075
0.8271,2.32164,20.5692
0.971421,2.36751,20.0487
1.10712,2.42891,19.5458
1.23652,2.50627,19.06
1.36176,2.60003,18.5912
1.48481,2.7107,18.1393
1.60753,2.83885,17.7043
1.73163,2.98518,17.2864
1.85877,3.15048,16.8858
1.99049,3.33568,16.5031
2.1283,3.54183,16.1387
2.27368,3.77015,15.7934
2.42808,4.02198,15.4682
2.59294,4.29879,15.1642
2.76973,4.60221,14.8829
2.95993,4.93396,14.626
3.16505,5.29588,14.3957
3.38662,5.68985,14.1944
3.62623,6.11781,14.0251
3.88548,6.58164,13.8913
4.166,7.08312,13.7972
4.46944,7.62384,13.7474
4.79741,8.20501,13.7474
5.15147,8.82739,13.8037
5.53305,9.49097,13.9232
5.94344,10.1948,14.1142
6.38361,10.9367,14.3854
6.85417,11.7127,14.7466
7.35523,12.5169,15.2081
7.88617,13.3408,15.7804
8.44549,14.173,16.474
9.03059,14.9986,17.2987
9.63752,15.7989,18.2627
10.2607,16.5513,19.3712
10.8929,17.2292,20.6258
11.5245,17.8028,22.0223
12.1444,18.24,23.5496
12.7389,18.5082,25.1886
13.2929,18.5764,26.9106
13.7899,18.4187,28.678
14.2129,18.0167,30.4444
14.5453,17.3632,32.1574
14.7719,16.4644,33.7618
14.8802,15.341,35.2037
14.8619,14.0275,36.4354
14.7129,12.5702,37.4197
14.4347,11.0231,38.1333
14.0336,9.44327,38.5682
13.5211,7.88552,38.7315
12.9121,6.39821,38.6435
12.2246,5.02005,38.334
11.4777,3.77845,37.8389
10.6911,2.68944,37.1959
9.8834,1.7587,36.442
9.07152,0.983406,35.6104
8.2703,0.354371,34.7299
7.492,-0.141811,33.8237
6.74635,-0.52088,32.9099
6.04058,-0.799404,32.0019
5.37966,-0.993661,31.1091
4.76661,-1.1189,30.2374
4.20276,-1.1889,29.3906
3.68808,-1.21575,28.5703
3.22148,-1.20983,27.7772
2.80108,-1.17984,27.0107
2.4244,-1.13297,26.2701
2.08861,-1.07503,25.5543
1.79063,-1.01067,24.8619
1.52729,-0.943489,24.1917
1.29542,-0.876266,23.5425
1.09194,-0.811062,22.913
0.91386,-0.749367,22.3024
0.758387,-0.692218,21.7096
0.6229,-0.640286,21.1338
0.504978,-0.593966,20.5742
0.402407,-0.553442,20.0303
0.313171,-0.518746,19.5013
0.235449,-0.489798,18.9868
0.167606,-0.466449,18.4862
0.108178,-0.44851,17.9992
0.0558592,-0.435771,17.5252
0.00948812,-0.428025,17.0639
-0.0319665,-0.425074,16.6149
-0.0694204,-0.42675,16.1779
-0.103688,-0.432914,15.7526
-0.135493,-0.443464,15.3386
-0.165486,-0.458344,14.9356
-0.194249,-0.477541,14.5434
-0.222312,-0.501092,14.1617
-0.25016,-0.529085,13.7903
-0.278242,-0.561661,13.4288
-0.306981,-0.599013,13.0771
-0.336781,-0.641395,12.735
-0.368033,-0.689119,12.4022
-0.401127,-0.742559,12.0785
-0.43645,-0.802157,11.7639
-0.474402,-0.868424,11.4581
-0.515395,-0.941948,11.161
-0.559861,-1.0234,10.8725
-0.60826,-1.11353,10.5926
-0.661085,-1.21319,10.3211
-0.718866,-1.32335,10.0582
-0.782181,-1.44506,9.80373
-0.85166,-1.57952,9.55794
-0.927994,-1.72806,9.32094
-1.01194,-1.89216,9.09299
-1.10433,-2.07345,8.87441
-1.20608,-2.27374,8.66565
-1.31821,-2.49505,8.46731
-1.44184,-2.73958,8.28012
-1.57819,-3.00977,8.10506
-1.72863,-3.30828,7.9433
-1.89464,-3.63803,7.79634
-2.07788,-4.00219,7.66603
-2.28013,-4.4042,7.55465
-2.50338,-4.84774,7.46499
-2.74975,-5.33672,7.40049
-3.02157,-5.87527,7.36533
-3.32135,-6.46763,7.36459
-3.65175,-7.11809,7.40442
-4.01558,-7.83082,7.49226
-4.41579,-8.60969,7.63697
-4.85536,-9.45795,7.84915
-5.33728,-10.3779,8.14129
-5.86439,-11.3702,8.52798
-6.43921,-12.4333,9.02603
-7.06377,-13.5629,9.65453
-7.73927,-14.7502,10.4346
-8.46572,-15.9811,11.3889
-9.24147,-17.2348,12.5408
-10.0627,-18.4825,13.9127
-10.9227,-19.6859,15.5241
-11.8113,-20.7964,17.3882
-12.7142,-21.7557,19.5084
-13.6125,-22.4973,21.8733
-14.4824,-22.9498,24.453
-15.2958,-23.0433,27.195
-16.0209,-22.7176,30.0224
-16.6238,-21.9314,32.8366
-17.0717,-20.6724,35.5228
-17.3351,-18.9636,37.9606
-17.3913,-16.8663,40.0385
-17.2276,-14.4755,41.6672
-16.8425,-11.9099,42.7921
-16.2466,-9.29715,43.3989
-15.4614,-6.75824,43.5128
-14.5171,-4.39444,43.1915
-13.4493,-2.27889,42.5137
-12.2957,-0.454058,41.5666
-11.0928,1.06589,40.4357
-9.87433,2.28954,39.1966
-8.66871,3.24139,37.9111
-7.49905,3.95525,36.6258
-6.38275,4.46872,35.3732
-5.33199,4.81927,34.1739
-4.35432,5.0417,33.0391
-3.45346,5.16679,31.9733
-2.63005,5.22079,30.9764
-1.8824,5.22548,30.0453
-1.20711,5.19854,29.1756
-0.599594,5.15404,28.362
-0.0545169,5.10303,27.5994
0.433873,5.05402,26.8829
0.871489,5.01351,26.2082
1.26422,4.98637,25.5714
1.61779,4.97621,24.9695
1.93768,4.98564,24.4
2.22905,5.01653,23.8608
2.49672,5.0702,23.3506
2.74517,5.14754,22.8684
2.97851,5.24916,22.4134
3.2005,5.37545,21.9856
3.41459,5.5267,21.585
3.62391,5.70306,21.2121
3.83132,5.90464,20.8674
4.0394,6.13153,20.552
4.25049,6.38373,20.2671
4.46672,6.6612,20.0143
4.68999,6.96384,19.7954
4.92203,7.29142,19.6125
5.16434,7.64352,19.468
5.41827,8.01954,19.3646
5.68494,8.41854,19.3053
5.96526,8.83924,19.2933
6.25992,9.27983,19.3321
6.56933,9.73795,19.4253
6.89363,10.2105,19.5768
7.23257,10.6936,19.7902
7.58556,11.1824,20.0693
7.95151,11.671,20.4174
8.32883,12.1523,20.8372
8.71538,12.6181,21.3309
9.10834,13.0591,21.8991
9.50425,13.4647,22.5414
9.89891,13.8235,23.2552
10.2874,14.1235,24.0359
10.6642,14.3526,24.8763
11.0229,14.4989,25.7665
11.357,14.5517,26.6938
11.6595,14.5019,27.6425
11.9232,14.3434,28.5949
12.1413,14.0728,29.531
12.3075,13.6911,30.4301
12.4164,13.2032,31.2713
12.4637,12.6185,32.0347
12.4467,11.9501,32.7028
12.3643,11.2148,33.2612
12.2173,10.4315,33.6994
12.0083,9.62039,34.0115
11.7415,8.80196,34.1962
11.4225,7.99546,34.2563
11.0585,7.21813,34.1985
10.6572,6.48449,34.0325
10.2268,5.80589,33.7698
9.77579,5.19039,33.4233
9.31239,4.64287,33.0064
8.84437,4.16535,32.5319
8.37883,3.75744,32.012
7.92205,3.41684,31.4577
7.47944,3.13983,30.8786
7.05547,2.92177,30.2831
6.65374,2.75746,29.6779
6.27699,2.64154,29.0689
5.92719,2.56871,28.4606
5.60562,2.53395,27.8566
5.313,2.53265,27.2598
5.04956,2.56066,26.6725
4.81511,2.61439,26.0964
4.60921,2.69076,25.5329
4.43117,2.78724,24.983
4.28013,2.90179,24.4477
4.15518,3.03284,23.9278
4.05534,3.17923,23.4238
3.97964,3.34021,22.9366
3.92715,3.51535,22.4666
3.897,3.70452,22.0147
3.88841,3.90784,21.5815
3.90068,4.12566,21.1679
3.93323,4.35853,20.7747
3.9856,4.60712,20.4031
4.05744,4.87223,20.0542
4.1485,5.15477,19.7294
4.25866,5.45567,19.4302
4.38791,5.77589,19.1584
4.5363,6.11637,18.916
4.70398,6.47798,18.7053
4.89118,6.86148,18.5288
5.09813,7.26742,18.3893
5.32513,7.69611,18.2901
5.57241,8.14754,18.2347
5.84021,8.62125,18.227
6.12864,9.11621,18.2711
6.43769,9.63073,18.3715
6.76714,10.1623,18.5329
7.11651,10.7075,18.7601
7.48499,11.2615,19.0579
7.87133,11.8187,19.431
8.27378,12.3715,19.8834
8.68997,12.9111,20.4187
9.11686,13.4271,21.0389
9.55061,13.9076,21.7447
9.98655,14.3392,22.5348
10.4191,14.7075,23.405
10.8419,14.9975,24.3484
11.2477,15.1945,25.3544
11.6285,15.2844,26.4089
11.976,15.2552,27.4941
12.2815,15.098,28.5889
12.5366,14.8077,29.6696
12.7332,14.3841,30.7107
12.8646,13.8324,31.6863
12.9252,13.1635,32.5718
12.9114,12.3935,33.3452
12.8215,11.5428,33.9885
12.6563,10.6353,34.4891
12.4187,9.69613,34.8399
12.1138,8.7508,35.0398
11.7487,7.82309,35.0935
11.3317,6.93398,35.0101
10.8724,6.10074,34.8026
10.3808,5.33638,34.486
9.86686,4.64963,34.0768
9.34047,4.04514,33.5915
8.81069,3.52403,33.046
8.2857,3.08448,32.4546
7.77264,2.72252,31.8301
7.27748,2.43259,31.1835
6.80509,2.20825,30.5238
6.35919,2.04261,29.8583
5.94252,1.92878,29.1929
5.55691,1.86013,28.5319
5.2034,1.83051,27.8789
4.88237,1.83439,27.2362
4.59367,1.86689,26.6059
4.33676,1.92385,25.9891
4.11076,2.00177,25.3869
3.91458,2.09781,24.7999
3.74698,2.2097,24.2287
3.60668,2.33575,23.6735
3.49236,2.47474,23.1347
3.40274,2.62589,22.6126
3.3366,2.78879,22.1075
3.29282,2.96336,21.6197
3.27039,3.14982,21.1497
3.26844,3.34862,20.6979
3.28621,3.56043,20.2649
3.32311,3.7861,19.8514
3.37868,4.02664,19.4581
3.45262,4.28317,19.0861
3.54476,4.55693,18.7364
3.65507,4.84923,18.4103
3.78364,5.16142,18.1095
3.93071,5.4949,17.8357
4.09661,5.85103,17.591
4.28176,6.23114,17.3778
4.48667,6.63643,17.1988
4.71191,7.06796,17.0571
4.95808,7.52653,16.9564
5.2258,8.01262,16.9005
5.51563,8.52627,16.894
5.82807,9.06693,16.9418
6.16349,9.63333,17.0492
6.52205,10.2233,17.222
6.90364,10.8335,17.4663
7.30779,11.4592,17.7884
7.73353,12.0944,18.1945
8.17934,12.731,18.6905
8.64298,13.359,19.2818
9.12137,13.9664,19.9725
9.61048,14.539,20.765
10.1052,15.0606,21.6591
10.5993,15.5131,22.652
11.0853,15.8775,23.7366
