x,y,z
-11.9485,-18.0783,23.1152
-12.5486,-18.3966,24.7139
-13.113,-18.5251,26.4041
-13.6255,-18.4364,28.1509
-14.0695,-18.1098,29.911
-14.4281,-17.5349,31.6339
-14.686,-16.7135,33.2654
-14.8298,-15.6619,34.7512
-14.8498,-14.4102,36.0419
-14.7409,-13.0012,37.0972
-14.5027,-11.4865,37.8896
-14.1401,-9.92189,38.4065
-13.663,-8.36292,38.6505
-13.0853,-6.85975,38.6378
-12.424,-5.45386,38.3955
-11.6978,-4.17595,37.9574
-10.9261,-3.04536,37.3606
-10.1277,-2.07082,36.6423
-9.32019,-1.25201,35.8366
-8.51884,-0.581639,34.9735
-7.73666,-0.0476135,34.0778
-6.98409,0.365052,33.1691
-6.26908,0.6726,32.262
-5.59727,0.891309,31.367
-4.97225,1.03665,30.4911
-4.39584,1.12276,29.6388
-3.86845,1.16216,28.8122
-3.3893,1.16568,28.0123
-2.95678,1.14247,27.239
-2.56861,1.10012,26.4917
-2.22208,1.04483,25.7692
-1.91421,0.981549,25.0705
-1.64188,0.914181,24.3942
-1.40195,0.845725,23.739
-1.19133,0.778437,23.104
-1.00703,0.713962,22.4879
-0.846216,0.653456,21.89
-0.706242,0.597684,21.3092
-0.584646,0.547107,20.7448
-0.479174,0.501952,20.1962
-0.38777,0.462275,19.6627
-0.308578,0.428008,19.1437
-0.239927,0.398997,18.6388
-0.180324,0.375034,18.1476
-0.128439,0.355883,17.6695
-0.0830907,0.341298,17.2042
-0.0432347,0.331038,16.7512
-0.00794775,0.324879,16.3104
0.0235853,0.322621,15.8812
0.0520843,0.324093,15.4634
0.0781862,0.329159,15.0567
0.102456,0.337723,14.6608
0.125398,0.349726,14.2754
0.147465,0.365151,13.9002
0.169066,0.384023,13.5351
0.190576,0.406412,13.1796
0.212345,0.432429,12.8336
0.2347,0.462234,12.4969
0.257955,0.496032,12.1692
0.282416,0.534079,11.8504
0.308388,0.57668,11.5401
0.336178,0.624195,11.2384
0.366099,0.677043,10.9449
0.398478,0.735702,10.6596
0.433662,0.800718,10.3822
0.472016,0.872709,10.1128
0.513937,0.952371,9.85109
0.559851,1.04049,9.59714
0.610226,1.13793,9.35088
0.665569,1.24567,9.11232
0.726442,1.36482,8.8815
0.79346,1.49657,8.65851
0.867303,1.6423,8.44352
0.948721,1.80348,8.23677
1.03855,1.98181,8.03858
1.1377,2.17911,7.84938
1.24719,2.39745,7.66974
1.36814,2.63907,7.5004
1.50181,2.90646,7.34228
1.64955,3.20237,7.19654
1.8129,3.52979,7.06465
1.99351,3.89198,6.94841
2.19323,4.29251,6.85007
2.41407,4.73519,6.77238
2.65822,5.2241,6.71875
2.92807,5.76358,6.69331
3.22621,6.3581,6.70115
3.5554,7.01223,6.74843
3.91858,7.73049,6.84259
4.31883,8.51711,6.99261
4.7593,9.3758,7.20922
5.24318,10.3093,7.50517
5.77352,11.3189,7.8954
6.35312,12.4037,8.39727
6.98428,13.5596,9.03058
7.66853,14.7787,9.81745
8.40619,16.0471,10.7818
9.19594,17.3443,11.9487
10.0342,18.6411,13.3424
10.9146,19.8982,14.9845
11.8269,21.0657,16.8906
12.7568,22.0827,19.0662
13.6848,22.8787,21.5016
14.5865,23.3779,24.1676
15.4325,23.505,27.0106
16.1893,23.1938,29.9509
16.8214,22.3985,32.8847
17.2934,21.1034,35.6898
17.5738,19.3314,38.2376
17.6383,17.1466,40.4079
17.4727,14.6504,42.1047
17.0754,11.9699,43.2695
16.4574,9.24199,43.8874
15.6417,6.59616,43.9867
14.6602,4.14004,43.6306
13.5509,1.95043,42.9045
12.3535,0.0707467,41.9025
11.1068,-1.48607,40.7161
9.84579,-2.73123,39.4252
8.60032,-3.69249,38.0944
7.39415,-4.40695,36.7717
6.24507,-4.91517,35.4901
5.16532,-5.25706,34.2699
4.16234,-5.46927,33.1215
3.23957,-5.58391,32.0484
2.3973,-5.62812,31.0495
1.63347,-5.62424,30.121
0.94427,-5.59025,29.2574
0.324764,-5.54035,28.453
-0.230728,-5.4856,27.7021
-0.728264,-5.43446,26.9992
-1.17403,-5.39332,26.3398
-1.57414,-5.36693,25.7199
-1.93452,-5.35874,25.1361
-2.26081,-5.37125,24.5858
-2.55831,-5.40616,24.0671
-2.83196,-5.46466,23.5785
-3.0863,-5.5475,23.1189
-3.32552,-5.65512,22.6878
-3.55343,-5.78777,22.285
-3.77349,-5.94553,21.9107
-3.98883,-6.1284,21.5653
-4.2023,-6.33626,21.2497
-4.41643,-6.56893,20.965
-4.63352,-6.82617,20.7123
-4.8556,-7.10763,20.4935
-5.08448,-7.41281,20.3102
-5.32175,-7.74109,20.1648
-5.56877,-8.0916,20.0595
-5.82666,-8.4632,19.9971
-6.09633,-8.85437,19.9803
-6.37844,-9.2632,20.0121
-6.67336,-9.6872,20.0957
-6.98118,-10.1233,20.2343
-7.30164,-10.5676,20.431
-7.6341,-11.0155,20.6888
-7.9775,-11.4616,21.0103
-8.33032,-11.8992,21.3975
-8.6905,-12.321,21.8518
-9.05544,-12.7184,22.3735
-9.42193,-13.0824,22.9614
-9.78616,-13.4029,23.6129
-10.1437,-13.6695,24.3234
-10.4896,-13.8719,25.0862
-10.8183,-14.0001,25.8923
-11.1239,-14.0452,26.7303
-11.4005,-13.9996,27.5865
-11.6417,-13.8581,28.4455
-11.8418,-13.6184,29.2902
-11.9953,-13.281,30.1027
-12.0976,-12.8503,30.8651
-12.1448,-12.334,31.5603
-12.1348,-11.743,32.173
-12.0664,-11.0913,32.6906
-11.9402,-10.3948,33.1036
-11.7583,-9.67049,33.4061
-11.5241,-8.93579,33.596
-11.2424,-8.20737,33.6749
-10.9192,-7.50041,33.6475
-10.561,-6.82801,33.5212
-10.175,-6.20076,33.3053
-9.76858,-5.62656,33.0104
-9.34899,-5.11066,32.6477
-8.92317,-4.65586,32.2285
-8.49758,-4.26282,31.7633
-8.07804,-3.93041,31.262
-7.66962,-3.65618,30.7337
-7.27666,-3.43669,30.1862
-6.90269,-3.26787,29.626
-6.55051,-3.14537,29.059
-6.22226,-3.06476,28.4897
-5.91942,-3.02174,27.9221
-5.64296,-3.01226,27.3592
-5.39338,-3.03265,26.8036
-5.1708,-3.07964,26.2574
-4.97504,-3.1504,25.7222
-4.8057,-3.24255,25.1994
-4.6622,-3.35415,24.6903
-4.54385,-3.48364,24.1957
-4.4499,-3.62987,23.7167
-4.37959,-3.79203,23.2542
-4.33214,-3.9696,22.8089
-4.30685,-4.16236,22.3819
-4.30304,-4.37031,21.9741
-4.32012,-4.59365,21.5864
-4.35759,-4.83273,21.2201
-4.41502,-5.08805,20.8763
-4.4921,-5.3602,20.5565
-4.58858,-5.64981,20.2621
-4.70431,-5.95754,19.9949
-4.83921,-6.28403,19.7569
-4.99328,-6.62983,19.5502
-5.16654,-6.9954,19.3772
-5.35907,-7.38098,19.2405
-5.57095,-7.78659,19.1431
-5.80221,-8.2119,19.0882
-6.05287,-8.65619,19.0792
-6.32282,-9.11819,19.1198
-6.61184,-9.59604,19.2139
-6.91949,-10.0871,19.3654
-7.24509,-10.5879,19.5783
-7.58766,-11.094,19.8567
-7.94583,-11.5998,20.204
-8.31776,-12.0985,20.6234
-8.70109,-12.582,21.1173
-9.09285,-13.0412,21.6869
-9.48944,-13.4656,22.332
-9.88653,-13.8437,23.0505
-10.2791,-14.1633,23.8381
-10.6613,-14.4119,24.6881
-11.027,-14.5773,25.5907
-11.369,-14.6481,26.5334
-11.6803,-14.6149,27.5007
-11.9535,-14.4706,28.4744
-12.1814,-14.2115,29.4346
-12.3574,-13.8377,30.3597
-12.4757,-13.3538,31.2282
-12.5317,-12.7689,32.0195
-12.5224,-12.0961,32.7151
-12.4463,-11.3522,33.2997
-12.3041,-10.5566,33.762
-12.0979,-9.73019,34.0954
-11.8322,-8.89408,34.298
-11.5125,-8.06835,34.3725
-11.1459,-7.27106,34.3253
-10.7403,-6.51747,34.1663
-10.3042,-5.81958,33.9074
-9.84623,-5.18596,33.5618
-9.3749,-4.62184,33.1432
-8.8982,-4.12947,32.6651
-8.42347,-3.70856,32.14
-7.95724,-3.35678,31.5793
-7.50509,-3.07033,30.9931
-7.07168,-2.84439,30.3898
-6.66072,-2.67359,29.7767
-6.27506,-2.55237,29.1596
-5.91674,-2.47521,28.5433
-5.58709,-2.43689,27.9313
-5.28685,-2.43262,27.3268
-5.01625,-2.45809,26.7318
-4.7751,-2.50953,26.1482
-4.56293,-2.58378,25.5773
-4.379,-2.67816,25.0202
-4.22245,-2.79056,24.4777
-4.09229,-2.91933,23.9506
-3.98751,-3.06327,23.4395
-3.90711,-3.22156,22.945
-3.85009,-3.39375,22.4677
-3.81555,-3.57968,22.0082
-3.80266,-3.77947,21.5673
-3.81069,-3.99347,21.1457
-3.83903,-4.2222,20.7442
-3.88718,-4.46638,20.3639
-3.95476,-4.72683,20.0058
-4.04153,-5.00447,19.6712
-4.14732,-5.3003,19.3617
-4.27213,-5.61533,19.0788
-4.416,-5.95057,18.8246
-4.57911,-6.307,18.6012
-4.76167,-6.68546,18.411
-4.96397,-7.08668,18.2569
-5.18632,-7.51113,18.142
-5.42903,-7.95899,18.0697
-5.69239,-8.43004,18.0438
-5.97661,-8.92354,18.0685
-6.28178,-9.43813,18.1483
-6.60782,-9.97164,18.288
-6.95439,-10.521,18.4925
-7.32087,-11.082,18.7667
-7.7062,-11.6492,19.1158
-8.10887,-12.2158,19.5441
-8.52677,-12.7732,20.0557
-8.9571,-13.3114,20.6535
-9.39631,-13.8189,21.339
-9.83999,-14.2822,22.1118
-10.2828,-14.687,22.969
-10.7186,-15.0179,23.9048
-11.1402,-15.2594,24.9098
-11.5397,-15.3964,25.9711
-11.9086,-15.4156,27.0719
-12.2381,-15.3061,28.1915
-12.5193,-15.061,29.3063
-12.7437,-14.6779,30.3906
-12.9038,-14.1602,31.4176
-12.9932,-13.5167,32.3609
-13.0073,-12.7624,33.1967
-12.9437,-11.9169,33.9045
-12.8023,-11.0039,34.4693
-12.5852,-10.0493,34.8816
-12.297,-9.07957,35.1384
-11.9442,-8.12023,35.2425
-11.5352,-7.19413,35.2021
-11.0793,-6.32053,35.0294
-10.5869,-5.51432,34.7398
-10.0683,-4.78589,34.35
-9.53374,-4.14126,33.8772
-8.99287,-3.58255,33.3382
-8.45443,-3.10865,32.7484
-7.92609,-2.71592,32.1215
-7.41436,-2.39894,31.4694
-6.92458,-2.15116,30.8019
-6.46088,-1.96547,30.1269
-6.02635,-1.83462,29.4509
-5.62309,-1.75162,28.7788
-5.25235,-1.70992,28.1141
-4.91467,-1.70357,27.4597
-4.61003,-1.72732,26.8176
-4.3379,-1.77665,26.1891
-4.09745,-1.84775,25.5752
-3.88756,-1.93747,24.9767
-3.70699,-2.04333,24.3939
-3.55437,-2.16341,23.8273
-3.42834,-2.2963,23.277
-3.32752,-2.44108,22.7434
-3.25063,-2.5972,22.2266
-3.19645,-2.76447,21.7269
-3.16389,-2.94303,21.2446
-3.15198,-3.13324,20.7802
-3.15989,-3.33573,20.3341
-3.18694,-3.5513,19.9067
-3.23261,-3.78091,19.499
-3.2965,-4.02568,19.1115
-3.37839,-4.28684,18.7455
-3.47819,-4.56571,18.4019
-3.59593,-4.86368,18.0821
-3.73181,-5.1822,17.7878
-3.88613,-5.52272,17.5209
-4.05929,-5.88668,17.2834
-4.25179,-6.27546,17.0779
-4.46423,-6.69034,16.9072
-4.69723,-7.1324,16.7747
-4.95148,-7.60248,16.684
-5.22765,-8.10106,16.6392
-5.52637,-8.62817,16.6452
-5.84817,-9.1832,16.7069
-6.19347,-9.76477,16.8302
-6.56245,-10.3705,17.021
-6.95499,-10.9969,17.2857
-7.3706,-11.639,17.6309
-7.80825,-12.2902,18.0633
-8.26632,-12.9418,18.5888
-8.74241,-13.5833,19.2131
-9.23325,-14.2019,19.9403
-9.73452,-14.7822,20.7726
-10.2408,-15.3072,21.7097
-10.7454,-15.7579,22.748
-11.2404,-16.1139,23.8796
-11.7169,-16.3552,25.092
-12.1646,-16.4622,26.3672
-12.5727,-16.4181,27.6822
-12.9299,-16.2103,29.0091
-13.2251,-15.8317,30.3159
-13.4479,-15.2824,31.5681
-13.5893,-14.5705,32.7311
-13.6422,-13.7119,33.7721
-13.6022,-12.7303,34.6626
-13.4679,-11.6555,35.3806
-13.2408,-10.5208,35.9118
-12.926,-9.36152,36.251
-12.5309,-8.21148,36.4009
-12.0658,-7.10134,36.3721
-11.5422,-6.05671,36.181
-10.973,-5.09713,35.8479
-10.3714,-4.2358,35.3954
-9.75009,-3.47983,34.8463
-9.12117,-2.83096,34.2225
-8.49543,-2.2866,33.5437
-7.88227,-1.84091,32.8273
-7.2895,-1.48583,32.0875
-6.72336,-1.21204,31.336
-6.18857,-1.00972,30.5818
-5.68849,-0.869104,29.8319
-5.22522,-0.780953,29.0911
-4.79984,-0.73678,28.3629
-4.41255,-0.729019,27.6497
-4.06287,-0.751082,26.953
-3.74978,-0.797369,26.2735
-3.47187,-0.863213,25.6116
-3.22745,-0.944821,24.9674
-3.01471,-1.03919,24.3409
-2.83171,-1.144,23.7318
-2.67653,-1.25756,23.1399
-2.5473,-1.3787,22.5649
-2.44223,-1.50671,22.0066
-2.35966,-1.64126,21.4648
-2.29807,-1.78235,20.9392
-2.25609,-1.93027,20.4299
-2.23254,-2.08553,19.9367
-2.22638,-2.24886,19.4598
-2.23678,-2.42116,18.9991
-2.26306,-2.60347,18.5549
-2.30472,-2.797,18.1274
-2.36143,-3.00306,17.7172
-2.43302,-3.22308,17.3245
-2.51947,-3.4586,16.9503
-2.62092,-3.71126,16.5951
-2.73766,-3.9828,16.2601
-2.87011,-4.27502,15.9464
-3.01885,-4.58984,15.6555
-3.18456,-4.92921,15.3892
-3.36807,-5.29513,15.1495
-3.5703,-5.68961,14.9388
-3.79229,-6.11464,14.76
-4.03516,-6.57213,14.6166
-4.30009,-7.06383,14.5123
-4.58832,-7.59127,14.4517
-4.90109,-8.15559,14.44
-5.23961,-8.75744,14.4831
-5.60501,-9.39675,14.5876
-5.99825,-10.0725,14.7611
-6.42006,-10.7825,15.0116
-6.8708,-11.5231,15.348
-7.35038,-12.2884,15.7796
-7.85804,-13.0707,16.3161
-8.39224,-13.8592,16.9667
-8.9504,-14.6403,17.7401
-9.52873,-15.3968,18.6433
-10.122,-16.108,19.681
-10.7234,-16.7502,20.8542
-11.3242,-17.2962,22.1589
-11.914,-17.7173,23.5852
-12.4805,-17.9841,25.1156
-13.0099,-18.0688,26.7248
-13.4871,-17.9476,28.3792
-13.8968,-17.6033,30.0377
-14.2235,-17.0284,31.6534
-14.4534,-16.2269,33.1768
-14.5748,-15.2151,34.5588
-14.5793,-14.0223,35.7553
-14.4627,-12.6881,36.7305
-14.2253,-11.2599,37.4606
-13.8721,-9.78847,37.9349
-13.4124,-8.32394,38.1562
-12.8592,-6.91161,38.1395
-12.2284,-5.58899,37.909
-11.5373,-4.38403,37.4954
-10.8037,-3.31458,36.9322
-10.0451,-2.38905,36.2528
-9.27763,-1.60771,35.4885
-8.51557,-0.964496,34.6669
-7.77109,-0.448904,33.8108
-7.05403,-0.047671,32.9388
-6.37197,0.253759,32.0648
-5.73037,0.470124,31.1992
-5.13277,0.615552,30.3489
-4.5811,0.703054,29.5185
-4.07593,0.744243,28.7108
-3.61674,0.749222,27.9269
-3.20217,0.726589,27.1671
-2.83024,0.683515,26.4312
-2.49856,0.625874,25.7185
-2.20443,0.558384,25.028
-1.94504,0.484761,24.3587
-1.71752,0.407864,23.7096
-1.51903,0.329835,23.0799
-1.34685,0.252218,22.4684
-1.19838,0.176067,21.8745
-1.07119,0.102046,21.2973
-0.96302,0.030501,20.7362
-0.871831,-0.0384688,20.1906
-0.795761,-0.104957,19.6599
-0.733147,-0.169205,19.1436
-0.682511,-0.231567,18.6412
-0.642555,-0.29248,18.1524
-0.612147,-0.352444,17.6767
-0.590316,-0.412006,17.2139
-0.576234,-0.471747,16.7634
-0.56921,-0.532276,16.3251
-0.568678,-0.594225,15.8987
-0.574187,-0.658248,15.4839
-0.585392,-0.725021,15.0804
-0.602047,-0.795246,14.688
-0.623995,-0.869653,14.3065
-0.651169,-0.949007,13.9358
-0.68358,-1.03411,13.5756
-0.721318,-1.12582,13.2259
-0.764549,-1.22505,12.8864
-0.81351,-1.33276,12.5573
-0.868515,-1.45001,12.2384
-0.92995,-1.57794,11.9298
-0.998279,-1.71777,11.6315
-1.07404,-1.87085,11.3438
-1.15786,-2.03865,11.0668
-1.25045,-2.22276,10.8009
-1.35261,-2.42494,10.5465
-1.46523,-2.64709,10.3042
-1.58933,-2.89129,10.0748
-1.72602,-3.15983,9.85918
-1.87653,-3.45518,9.65851
-2.04222,-3.78002,9.47427
-2.22461,-4.13726,9.30827
-2.42533,-4.52999,9.16272
-2.64616,-4.96152,9.04032
-2.88907,-5.43535,8.94435
-3.15615,-5.9551,8.8788
-3.44964,-6.52447,8.84847
-3.77193,-7.14714,8.85913
-4.12553,-7.82662,8.91766
-4.51302,-8.56607,9.03226
-4.93701,-9.36804,9.2126
-5.40006,-10.2341,9.46998
-5.90458,-11.1644,9.8175
-6.45265,-12.157,10.2701
-7.04586,-13.2072,10.8445
-7.68504,-14.3068,11.5592
-8.36992,-15.4428,12.4337
-9.09875,-16.5964,13.4878
-9.86785,-17.742,14.7404
-10.6711,-18.8459,16.2078
-11.4992,-19.8664,17.9005
-12.3396,-20.7534,19.821
-13.1758,-21.45,21.9596
-13.9869,-21.8956,24.2909
-14.7488,-22.0305,26.7712
-15.4337,-21.8019,29.337
-16.0125,-21.1725,31.9061
-16.4563,-20.127,34.382
-16.7386,-18.6792,36.6624
-16.8385,-16.8736,38.6491
-16.7427,-14.7844,40.26
-16.4472,-12.5074,41.4389
-15.9585,-10.15,42.1618
-15.2923,-7.81837,42.4382
-14.4728,-5.60592,42.3067
-13.5295,-3.58532,41.8271
-12.4951,-1.80449,41.0708
-11.4022,-0.286793,40.1117
-10.2818,0.965552,39.0184
-9.16112,1.96643,37.8499
-8.06307,2.74038,36.6531
-7.00563,3.31765,35.4629
-6.0021,3.73037,34.3033
-5.06148,4.00976,33.1893
-4.18906,4.1845,32.129
-3.38706,4.2798,31.1255
-2.65527,4.31718,30.1785
-1.99163,4.31454,29.2857
-1.39272,4.28646,28.4435
-0.854231,4.24462,27.648
-0.37125,4.19826,26.8951
0.0614361,4.15455,26.1812
0.449144,4.119,25.5028
0.797142,4.0958,24.8572
1.11054,4.08809,24.2417
1.39423,4.09818,23.6545
1.65282,4.12778,23.0939
1.89061,4.17815,22.5589
2.11161,4.25022,22.0486
2.31951,4.3447,21.5624
2.51773,4.46215,21.1001
2.7094,4.60306,20.6618
2.89738,4.76788,20.2477
3.08434,4.95708,19.8584
3.27271,5.17113,19.4947
3.46475,5.41054,19.1576
3.66254,5.67584,18.8483
3.86803,5.96758,18.5686
4.08303,6.28628,18.3204
4.30922,6.63245,18.1057
4.54818,7.00648,17.9273
4.80135,7.40862,17.788
5.07005,7.8389,17.6912
5.35549,8.29701,17.6406
5.65867,8.78222,17.6405
5.98044,9.29325,17.6953
6.32139,9.82809,17.81
6.68183,10.3839,17.9898
7.06171,10.9566,18.24
7.46057,11.5412,18.5662
7.87742,12.131,18.9736
8.31064,12.7177,19.467
8.75792,13.2913,20.0503
9.21612,13.84,20.7263
9.68119,14.3504,21.4959
10.1481,14.8071,22.3575
10.6108,15.1938,23.3067
11.0622,15.4935,24.3356
11.4942,15.6892,25.432
11.8981,15.7651,26.5797
12.2644,15.7079,27.7584
12.5836,15.5077,28.9436
12.8462,15.1595,30.1081
13.0435,14.6642,31.2228
13.1681,14.029,32.2587
13.2141,13.2677,33.1884
13.178,12.3999,33.9879
13.0585,11.4504,34.6386
12.8573,10.4467,35.128
12.5782,9.41822,35.4507
12.2278,8.39324,35.6081
11.8144,7.39788,35.6077
11.348,6.45436,35.462
10.8394,5.58024,35.1871
10.2999,4.78799,34.8013
9.74066,4.08513,34.3237
9.17221,3.47469,33.7726
8.6042,2.95589,33.1653
8.04518,2.52506,32.5172
7.50238,2.17635,31.8414
6.98173,1.90259,31.1488
6.48789,1.69593,30.4484
6.0243,1.54832,29.747
5.59331,1.45194,29.05
5.19635,1.39949,28.3612
4.83403,1.38432,27.6836
4.5063,1.40057,27.0191
4.21262,1.44315,26.3692
3.95204,1.50781,25.7346
3.72333,1.591,25.116
3.52508,1.68992,24.5136
3.35578,1.80237,23.9278
3.21388,1.92673,23.3585
3.09785,2.06188,22.8059
3.00621,2.20715,22.2699
2.9376,2.36221,21.7509
2.89074,2.52711,21.2487
2.86452,2.70214,20.7638
2.85796,2.88785,20.2963
2.87025,3.085,19.8465
2.90072,3.29454,19.415
2.94888,3.51755,19.0024
3.01437,3.75528,18.6093
3.09702,4.00906,18.2366
3.19679,4.28034,17.8854
3.31379,4.57066,17.5568
3.44827,4.88159,17.2525
3.6006,5.21478,16.974
3.77129,5.57185,16.7234
3.96093,5.95441,16.5032
4.17023,6.36402,16.316
4.39996,6.80208,16.1649
4.65094,7.26982,16.0537
4.92402,7.76817,15.9864
5.22004,8.29766,15.9677
5.53979,8.85829,16.0029
5.88394,9.44935,16.0977
6.253,10.0692,16.2586
6.64722,10.7152,16.4922
7.0665,11.3832,16.806
7.51028,12.0674,17.2072
7.97743,12.7601,17.7032
8.46605,13.4513,18.301
8.97339,14.1287,19.0066
9.49566,14.7773,19.8241
10.0279,15.3796,20.7559
10.5637,15.9156,21.8007
11.0954,16.3635,22.9532
11.614,16.7006,24.2034
12.1091,16.904,25.5353
12.569,16.9529,26.927
12.9817,16.8297,28.3505
13.3345,16.5224,29.7726
13.6153,16.0263,31.1561
13.8132,15.3453,32.4619
13.9191,14.4927,33.6518
13.9263,13.491,34.691
13.8315,12.3705,35.551
13.6347,11.1675,36.2119
13.3398,9.92113,36.6633
12.9539,8.67054,36.9049
12.487,7.45203,36.9457
11.9513,6.29675,36.8021
11.3608,5.22911,36.496
10.7298,4.26621,36.0524
10.0728,3.41791,35.4973
9.40323,2.68763,34.8559
8.73354,2.0734,34.151
8.07452,1.56921,33.4028
7.4352,1.16624,32.628
6.82285,0.854028,31.84
6.243,0.6214,31.0494
5.69959,0.457195,30.2638
5.19515,0.35078,29.489
4.73098,0.292381,28.7285
4.30738,0.273274,27.9851
3.92387,0.28586,27.2599
3.57932,0.323664,26.5538
3.27215,0.381289,25.8669
3.00048,0.454323,25.1991
2.76221,0.53925,24.55
2.55515,0.633337,23.9194
2.37711,0.734536,23.3065
2.22593,0.841384,22.7111
2.09953,0.952914,22.1326
1.99598,1.06858,21.5706
1.91348,1.18819,21.0247
1.85041,1.31184,20.4946
1.80532,1.43986,19.9801
1.77693,1.57282,19.481
1.76416,1.71143,18.997
1.76611,1.85656,18.5282
1.78204,2.00922,18.0744
1.81139,2.17052,17.6358
1.85376,2.3417,17.2125
1.90892,2.5241,16.8047
1.97679,2.71913,16.4128
2.05744,2.92835,16.0371
2.15107,3.15339,15.6782
2.25804,3.39598,15.3368
2.37884,3.65798,15.0139
2.5141,3.94133,14.7105
2.66456,4.24808,14.428
2.83112,4.58036,14.168
3.01477,4.94042,13.9324
3.21664,5.33053,13.7237
3.43798,5.75302,13.5444
3.68011,6.21019,13.3981
3.94448,6.70428,13.2884
4.23258,7.23736,13.2199
4.54596,7.81124,13.1978
4.88615,8.42731,13.2283
5.25468,9.08636,13.3183
5.65293,9.78835,13.4757
6.08212,10.5321,13.7094
6.54316,11.3149,14.0291
7.03654,12.1322,14.4456
7.56213,12.977,14.9699
8.11906,13.8395,15.6137
8.70539,14.7065,16.3881
9.31797,15.5607,17.3033
9.95209,16.3808,18.3673
10.6012,17.1411,19.585
11.2569,17.8116,20.9561
11.9082,18.3592,22.4739
12.5423,18.7487,24.1235
13.1441,18.9453,25.8805
13.6967,18.9173,27.7103
14.1821,18.6394,29.5683
14.5822,18.0967,31.4014
14.8795,17.2874,33.1513
15.0592,16.2252,34.7583
15.1096,14.9398,36.1669
15.0238,13.4752,37.3306
14.8003,11.8864,38.2166
14.4434,10.2341,38.8082
13.9625,8.57943,39.106
13.3722,6.97849,39.126
12.6902,5.478,38.8968
11.9367,4.1128,38.4551
11.1324,2.90508,37.8415
10.2978,1.86506,37.0969
9.45184,0.992745,36.259
8.61116,0.280266,35.3608
7.7899,-0.285666,34.4295
6.99936,-0.721552,33.4862
6.24814,-1.04527,32.547
5.5423,-1.2747,31.6228
4.88568,-1.42677,30.721
4.28017,-1.51689,29.8459
3.72615,-1.55867,28.9998
3.22274,-1.56381,28.1831
2.76811,-1.54219,27.3956
2.35976,-1.50196,26.6363
1.99472,-1.44976,25.9037
1.66975,-1.3909,25.1964
1.38145,-1.32954,24.5129
1.12641,-1.2689,23.8518
0.901285,-1.21141,23.2118
0.702823,-1.15887,22.5917
0.527954,-1.11257,21.9903
0.373792,-1.0734,21.4068
0.237657,-1.04197,20.8403
0.11708,-1.01863,20.2901
0.00979732,-1.00359,19.7556
-0.0862512,-0.996959,19.2361
-0.172937,-0.998775,18.7312
-0.251955,-1.00904,18.2404
-0.324841,-1.02778,17.7634
-0.392983,-1.05501,17.2996
-0.457647,-1.09081,16.8489
-0.519984,-1.13531,16.4109
-0.581051,-1.18871,15.9854
-0.641829,-1.25127,15.5721
-0.703235,-1.32335,15.1709
-0.766134,-1.4054,14.7816
-0.831361,-1.49798,14.404
-0.899727,-1.60175,14.0382
-0.972032,-1.71746,13.6842
-1.04908,-1.84602,13.3418
-1.1317,-1.98846,13.0114
-1.22072,-2.14592,12.693
-1.31704,-2.31971,12.3869
-1.42157,-2.5113,12.0936
-1.53532,-2.7223,11.8135
-1.65933,-2.95451,11.5474
-1.79475,-3.2099,11.296
-1.94279,-3.49065,11.0605
-2.10478,-3.79911,10.8423
-2.28215,-4.13782,10.6428
-2.47645,-4.50953,10.4642
-2.68934,-4.91716,10.309
-2.92263,-5.36378,10.18
-3.17823,-5.85258,10.0809
-3.4582,-6.38684,10.0159
-3.7647,-6.96976,9.99031
-4.09998,-7.60445,10.0101
-4.46637,-8.29369,10.0826
-4.86622,-9.03973,10.2163
-5.30183,-9.84399,10.4211
-5.77534,-10.7067,10.7084
-6.28867,-11.6263,11.0913
-6.84327,-12.5991,11.5843
-7.43998,-13.6182,12.2034
-8.07871,-14.673,12.9656
-8.75815,-15.7479,13.8884
-9.47537,-16.8217,14.9887
-10.2254,-17.8668,16.2813
-11.0007,-18.8481,17.777
-11.7909,-19.7239,19.4801
-12.5821,-20.4458,21.3857
-13.3572,-20.9615,23.4764
-14.0955,-21.2176,25.7199
-14.7733,-21.1647,28.0669
-15.365,-20.7637,30.4519
-15.8444,-19.9918,32.795
-16.1867,-18.8485,35.0077
-16.3705,-17.3592,37.0008
-16.3804,-15.5757,38.6934
-16.2083,-13.5724,40.0226
-15.8549,-11.4384,40.9505
-15.3295,-9.26845,41.4672
-14.6496,-7.15225,41.5906
-13.8388,-5.16591,41.3612
-12.9248,-3.36635,40.8349
-11.937,-1.78918,40.0751
-10.9046,-0.44978,39.1453
-9.85454,0.653472,38.1035
-8.81025,1.53487,36.9991
-7.79131,2.2169,35.8711
-6.81301,2.72635,34.7486
-5.88653,3.09123,33.6517
-5.01938,3.33862,32.5931
-4.21589,3.49337,31.5798
-3.47771,3.57738,30.6147
-2.80443,3.60941,29.6978
-2.19405,3.60516,28.8276
-1.64338,3.57747,28.0012
-1.14845,3.53672,27.2155
-0.704794,3.49114,26.4674
-0.30766,3.44718,25.7537
0.0477841,3.40983,25.0718
0.366326,3.38288,24.4191
0.652613,3.36923,23.7936
0.91109,3.37102,23.1935
1.14595,3.38985,22.6176
1.36113,3.42693,22.0647
1.56028,3.48316,21.5339
1.74679,3.55926,21.0247
1.92378,3.65585,20.5368
2.09413,3.77348,20.0701
